Unnamed: 0,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
4347,Adam & Eve,London,"['Bar', 'British', 'Pub', 'Vegetarian Friendly']",4354.0,4.0,$$ - $$$,97.0,"[['Great afterwork', 'Lovely Pub with lovely Grub!'], ['08/16/2017', '08/10/2017']]",/Restaurant_Review-g186338-d3228414-Reviews-Adam_Eve-London_England.html,d3228414
2819,Ferdi,Paris,"['American', 'Vegetarian Friendly']",2820.0,4.0,$$ - $$$,357.0,"[['Good Spanish food', 'Good experience once we finally got a tabl...'], ['10/23/2017', '03/13/2017']]",/Restaurant_Review-g187147-d802899-Reviews-Ferdi-Paris_Ile_de_France.html,d802899
8845,Horapha Thai Cuisine,London,"['Asian', 'Thai']",8854.0,3.5,$$ - $$$,126.0,"[['Yummy Thai!', 'Asians report: Good authentic Thai'], ['08/04/2017', '07/19/2017']]",/Restaurant_Review-g186338-d4545060-Reviews-Horapha_Thai_Cuisine-London_England.html,d4545060
2669,Restaurante Galao 2,Lisbon,,2672.0,4.0,,3.0,"[[], []]",/Restaurant_Review-g189158-d10478711-Reviews-Restaurante_Galao_2-Lisbon_Lisbon_District_Central_Portugal.html,d10478711
236,Restaurant Cave,Copenhagen,"['Asian', 'Pakistani', 'Indian', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",237.0,4.5,$$ - $$$,174.0,"[['Very good.', 'Made to measure curries'], ['01/07/2018', '09/23/2017']]",/Restaurant_Review-g189541-d2288980-Reviews-Restaurant_Cave-Copenhagen_Zealand.html,d2288980
5016,Binario Zero,Rome,,5017.0,3.5,,34.0,"[['Attentive staff, great music!'], ['01/28/2017']]",/Restaurant_Review-g187791-d11838818-Reviews-Binario_Zero-Rome_Lazio.html,d11838818
179,Bistro Suvlaki,Bratislava,"['Mediterranean', 'European', 'Greek', 'Fast Food', 'Vegetarian Friendly']",180.0,4.0,$,21.0,"[['Small, fast, great food', 'Good Greek food'], ['01/18/2018', '09/12/2017']]",/Restaurant_Review-g274924-d8358689-Reviews-Bistro_Suvlaki-Bratislava_Bratislava_Region.html,d8358689
1741,Restaurante Dom Tacho,Lisbon,"['Portuguese', 'European']",1743.0,3.5,$,85.0,"[['Good francesinhas', 'Francesinha for hungry people'], ['01/30/2018', '10/02/2017']]",/Restaurant_Review-g189158-d4742352-Reviews-Restaurante_Dom_Tacho-Lisbon_Lisbon_District_Central_Portugal.html,d4742352
1667,La Barrique,Rome,"['Italian', 'Mediterranean', 'Wine Bar', 'Contemporary', 'Vegetarian Friendly']",1668.0,4.0,$$ - $$$,228.0,"[['really good food!', 'Nice evening with colleagues'], ['01/03/2018', '11/12/2017']]",/Restaurant_Review-g187791-d2442313-Reviews-La_Barrique-Rome_Lazio.html,d2442313
1308,La Favorita Trattoria Italiana,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",1309.0,4.0,$$ - $$$,114.0,"[['Thumbs up', 'A really good find'], ['12/27/2017', '11/03/2017']]",/Restaurant_Review-g187147-d11492010-Reviews-La_Favorita_Trattoria_Italiana-Paris_Ile_de_France.html,d11492010
14483,Barstory,London,['British'],14494.0,3.5,$$ - $$$,20.0,"[['the location and atmosphere make it all', 'Basic Boozer'], ['04/12/2017', '03/30/2017']]",/Restaurant_Review-g186338-d817313-Reviews-Barstory-London_England.html,d817313
8457,Bar Santos,Madrid,['Cafe'],8464.0,2.5,$$ - $$$,29.0,"[['Average Food and Drinks', 'Friendly waiter'], ['09/26/2017', '09/20/2017']]",/Restaurant_Review-g187514-d4174628-Reviews-Bar_Santos-Madrid.html,d4174628
3157,Zerozero39,Barcelona,"['Mediterranean', 'Italian']",3158.0,4.5,$$ - $$$,83.0,"[['Delicious food and fantastic service', ""If you're in the area, this place is a mus...""], ['07/03/2016', '04/10/2016']]",/Restaurant_Review-g187497-d2010981-Reviews-Zerozero39-Barcelona_Catalonia.html,d2010981
1191,Kinabolle,Oslo,"['Chinese', 'Asian', 'Street Food']",,,,,,/Restaurant_Review-g190479-d12963319-Reviews-Kinabolle-Oslo_Eastern_Norway.html,d12963319
12816,Les Idiots,Paris,,12818.0,4.0,,6.0,"[['Easygoing excellence'], ['04/14/2015']]",/Restaurant_Review-g187147-d6961465-Reviews-Les_Idiots-Paris_Ile_de_France.html,d6961465
349,Diekmann,Berlin,"['Italian', 'European', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",350.0,4.5,$$$$,224.0,"[['Delicious', 'Dinner'], ['01/05/2018', '12/06/2017']]",/Restaurant_Review-g187323-d692665-Reviews-Diekmann-Berlin.html,d692665
1434,Juicy Burger,Copenhagen,,1437.0,3.5,,12.0,"[['The burger.', 'A nice burger eat in the big Cinema and ge...'], ['11/23/2017', '07/27/2016']]",/Restaurant_Review-g189541-d10024420-Reviews-Juicy_Burger-Copenhagen_Zealand.html,d10024420
1740,Cafe Katzentempel,Hamburg,"['Cafe', 'International']",1743.0,3.5,$$ - $$$,15.0,"[['Cosy Cat Cafe', 'Heaven vegan cat lovers'], ['09/17/2017', '08/11/2017']]",/Restaurant_Review-g187331-d12713022-Reviews-Cafe_Katzentempel-Hamburg.html,d12713022
131,L'ETOILE du Top Floor,Luxembourg,"['French', 'European', 'Vegetarian Friendly']",132.0,4.0,$$$$,168.0,"[['Menu: meat', 'LOvely view'], ['11/30/2017', '05/08/2017']]",/Restaurant_Review-g190356-d1094701-Reviews-L_ETOILE_du_Top_Floor-Luxembourg_City.html,d1094701
2029,Restaurant Hugo,Berlin,"['German', 'International', 'European', 'Healthy', 'Central European']",2031.0,4.5,$$ - $$$,32.0,"[['A superb evening with excellent food and s...', 'A Venue Worth a Visit - near the U+S Bahn...'], ['05/25/2016', '04/12/2016']]",/Restaurant_Review-g187323-d3589836-Reviews-Restaurant_Hugo-Berlin.html,d3589836
831,Lalibela Etiopisk Restaurant,Oslo,"['African', 'Ethiopian']",832.0,3.5,$$ - $$$,35.0,"[['Bad service and ok food.', 'Yummy food, bad service'], ['06/05/2017', '06/03/2017']]",/Restaurant_Review-g190479-d6429439-Reviews-Lalibela_Etiopisk_Restaurant-Oslo_Eastern_Norway.html,d6429439
1100,Oslo Fiskertorg,Oslo,"['Seafood', 'Sushi', 'European', 'Contemporary', 'Norwegian']",1102.0,2.5,,5.0,"[['Brand New Fishmarket & Restaurant in Oslo...'], ['07/20/2017']]",/Restaurant_Review-g190479-d12674180-Reviews-Oslo_Fiskertorg-Oslo_Eastern_Norway.html,d12674180
17973,Hotdog & Waffle Co,London,['Contemporary'],,,$$ - $$$,,,/Restaurant_Review-g186338-d12795967-Reviews-Hotdog_Waffle_Co-London_England.html,d12795967
2777,Zizzi - Greenwich,London,"['Italian', 'Pizza', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",2782.0,3.5,$$ - $$$,433.0,"[['By the Sea', 'Good restaurant'], ['11/13/2017', '10/11/2017']]",/Restaurant_Review-g186338-d3222083-Reviews-Zizzi_Greenwich-London_England.html,d3222083
1172,Krohgs,Oslo,,,,,,,/Restaurant_Review-g190479-d11858403-Reviews-Krohgs-Oslo_Eastern_Norway.html,d11858403
609,Le Buron de Lyon,Lyon,['French'],610.0,4.5,$$ - $$$,47.0,"[['un diner en terrasse..', 'Good little neighbourhood restaurant'], ['07/21/2017', '07/19/2016']]",/Restaurant_Review-g187265-d7695610-Reviews-Le_Buron_de_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7695610
2804,Cafe Frau Maus,Berlin,,2806.0,5.0,,3.0,"[[], []]",/Restaurant_Review-g187323-d12598728-Reviews-Cafe_Frau_Maus-Berlin.html,d12598728
4438,La Familia del Raval,Barcelona,"['Filipino', 'Spanish', 'Asian']",4439.0,5.0,$$ - $$$,6.0,"[['Insanely good food', 'Spanish food at its best...'], ['08/03/2017', '07/12/2017']]",/Restaurant_Review-g187497-d6579586-Reviews-La_Familia_del_Raval-Barcelona_Catalonia.html,d6579586
2526,Kaaicafe,Brussels,['International'],2527.0,3.5,$,22.0,"[['Maybe they give Chinese massage to tomatoe...', 'Great place for lunch or work'], ['04/25/2017', '08/30/2015']]",/Restaurant_Review-g188644-d4005060-Reviews-Kaaicafe-Brussels.html,d4005060
4181,Strano,Rome,['Italian'],4182.0,5.0,$$ - $$$,5.0,"[[], []]",/Restaurant_Review-g187791-d12994720-Reviews-Strano-Rome_Lazio.html,d12994720
1978,Bar San Matias,Madrid,['Spanish'],1980.0,4.0,$$ - $$$,43.0,"[['Good food with awesome service'], ['02/13/2016']]",/Restaurant_Review-g187514-d4882942-Reviews-Bar_San_Matias-Madrid.html,d4882942
9892,Esmeralda,Paris,"['French', 'European', 'Diner']",9894.0,4.0,$$ - $$$,78.0,"[['Latinobar in Paris with latin atmosphere', 'Esmeralda in the 9th tre magnifique'], ['07/25/2015', '05/03/2015']]",/Restaurant_Review-g187147-d2362647-Reviews-Esmeralda-Paris_Ile_de_France.html,d2362647
3358,SushiCome,Madrid,['Japanese'],3360.0,4.0,,22.0,"[[], []]",/Restaurant_Review-g187514-d11962771-Reviews-SushiCome-Madrid.html,d11962771
320,Pastis,Copenhagen,"['French', 'European']",321.0,4.0,$$ - $$$,348.0,"[['Good lunch', 'Rabbit Provencal was very good'], ['12/06/2017', '11/05/2017']]",/Restaurant_Review-g189541-d783688-Reviews-Pastis-Copenhagen_Zealand.html,d783688
14589,China Boulevard on the River,London,"['Chinese', 'Asian']",14600.0,3.0,$$ - $$$,126.0,"[['Work Lunch', 'No dim sum for dinner'], ['04/14/2017', '04/12/2017']]",/Restaurant_Review-g186338-d887056-Reviews-China_Boulevard_on_the_River-London_England.html,d887056
901,Pizza City 2,Rome,"['Italian', 'Pizza', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",902.0,4.5,$,247.0,"[['Delicious', 'very good pizza'], ['05/23/2017', '09/22/2015']]",/Restaurant_Review-g187791-d3135813-Reviews-Pizza_City_2-Rome_Lazio.html,d3135813
2471,La Perla,Barcelona,"['Mediterranean', 'European', 'Spanish']",2472.0,3.5,$$ - $$$,99.0,"[['Great Spanish bar', 'Good food + value'], ['10/05/2017', '09/17/2017']]",/Restaurant_Review-g187497-d7125036-Reviews-La_Perla-Barcelona_Catalonia.html,d7125036
16447,Aroma II,London,,,,,,,/Restaurant_Review-g186338-d698058-Reviews-Aroma_II-London_England.html,d698058
5036,Restaurant | Garden,Barcelona,,5037.0,4.5,,3.0,"[[], []]",/Restaurant_Review-g187497-d11824562-Reviews-Restaurant_Garden-Barcelona_Catalonia.html,d11824562
1874,Drei Kasehoch,Berlin,['Cafe'],1876.0,4.5,$$ - $$$,13.0,"[['delicious cheese cake', 'Excellent cheesecake, unfriendly waiter'], ['12/28/2017', '07/07/2017']]",/Restaurant_Review-g187323-d12723123-Reviews-Drei_Kasehoch-Berlin.html,d12723123
2361,Factory and Co Bercy Village,Paris,"['American', 'Fast Food', 'Vegetarian Friendly']",2362.0,4.0,$$ - $$$,559.0,"[['Great burgers & fries', 'Very nice burgers and amazing desserts!'], ['12/09/2017', '11/13/2017']]",/Restaurant_Review-g187147-d3371560-Reviews-Factory_and_Co_Bercy_Village-Paris_Ile_de_France.html,d3371560
3888,A Barraquinha,Lisbon,,,,,,,/Restaurant_Review-g189158-d5977317-Reviews-A_Barraquinha-Lisbon_Lisbon_District_Central_Portugal.html,d5977317
3257,The Don Bistro and Bar,London,"['European', 'Wine Bar', 'British', 'Gluten Free Options', 'Vegetarian Friendly']",3264.0,4.0,$$ - $$$,180.0,"[['Good place to meet a friend', 'Very nice lunch'], ['12/19/2017', '10/23/2017']]",/Restaurant_Review-g186338-d5482987-Reviews-The_Don_Bistro_and_Bar-London_England.html,d5482987
5806,Kappacasein,London,"['Fast Food', 'Vegetarian Friendly']",5815.0,4.5,$,33.0,"[['Nice cheese sandwich', 'Amazing gooey cheese'], ['12/08/2017', '11/11/2017']]",/Restaurant_Review-g186338-d8262169-Reviews-Kappacasein-London_England.html,d8262169
3599,Pek Snack,Vienna,"['Austrian', 'Pizza', 'Cafe', 'European', 'Delicatessen']",,,$,,,/Restaurant_Review-g190454-d8560483-Reviews-Pek_Snack-Vienna.html,d8560483
1746,Flunch Lyon Ecully,Lyon,['French'],1747.0,4.0,$$ - $$$,9.0,"[[], []]",/Restaurant_Review-g661468-d12115192-Reviews-Flunch_Lyon_Ecully-Ecully_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d12115192
17110,Swordtail,London,,,,,,,/Restaurant_Review-g186338-d5433422-Reviews-Swordtail-London_England.html,d5433422
2957,Thiet-Sa,Munich,,,,,,,/Restaurant_Review-g187309-d12558197-Reviews-Thiet_Sa-Munich_Upper_Bavaria_Bavaria.html,d12558197
1747,Crepa-Crepa,Athens,['Mediterranean'],1749.0,2.5,$,2.0,"[['Order-in thumbs down'], ['10/08/2017']]",/Restaurant_Review-g189400-d12118518-Reviews-Crepa_Crepa-Athens_Attica.html,d12118518
530,Kebab Mahal,Edinburgh,"['Indian', 'Fast Food', 'Asian', 'Pakistani', 'Vegetarian Friendly', 'Vegan Options', 'Halal']",531.0,4.0,$,323.0,"[['The alternative of halal restaurant in Edi...', 'Very good'], ['01/03/2018', '10/25/2017']]",/Restaurant_Review-g186525-d719603-Reviews-Kebab_Mahal-Edinburgh_Scotland.html,d719603
1024,Estimar,Barcelona,"['Seafood', 'Mediterranean', 'European', 'Spanish', 'Gluten Free Options']",1025.0,4.5,$$$$,183.0,"[['Delicate seafood', 'Fabolous seafood'], ['01/04/2018', '11/03/2017']]",/Restaurant_Review-g187497-d10226963-Reviews-Estimar-Barcelona_Catalonia.html,d10226963
5886,Caffetteria Santo Stefano,Milan,,5889.0,2.5,,7.0,"[[], []]",/Restaurant_Review-g187849-d10467504-Reviews-Caffetteria_Santo_Stefano-Milan_Lombardy.html,d10467504
5143,Milano Cafe,Milan,,5146.0,3.0,,9.0,"[[], []]",/Restaurant_Review-g187849-d11878914-Reviews-Milano_Cafe-Milan_Lombardy.html,d11878914
3784,Dno Pytle,Prague,"['German', 'Pub']",3793.0,3.0,$,10.0,"[['A place for hipster beards', ""Pseud's Corner""], ['11/11/2016', '11/03/2016']]",/Restaurant_Review-g274707-d6612533-Reviews-Dno_Pytle-Prague_Bohemia.html,d6612533
2306,Oldroyd,London,"['European', 'British', 'Vegetarian Friendly', 'Gluten Free Options']",2311.0,4.0,$$ - $$$,131.0,"[['Slightly underwhelmed', 'Lovely little gem'], ['01/07/2018', '12/11/2017']]",/Restaurant_Review-g186338-d8410795-Reviews-Oldroyd-London_England.html,d8410795
3064,Restaurant Sao Viet,Berlin,['Vietnamese'],3066.0,4.0,$,17.0,"[['Fine food, fast service', 'Good vietnamese food at good price'], ['09/14/2017', '05/17/2017']]",/Restaurant_Review-g187323-d9607269-Reviews-Restaurant_Sao_Viet-Berlin.html,d9607269
1350,ETH Mensa Polyterrasse,Zurich,,1355.0,3.0,,27.0,"[['Great place to stop for an inexpensive mea...', 'Small portions, lines, unfriendly'], ['12/23/2017', '12/12/2017']]",/Restaurant_Review-g188113-d752019-Reviews-ETH_Mensa_Polyterrasse-Zurich.html,d752019
210,happies,Berlin,"['German', 'European', 'Fusion', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",211.0,5.0,$,75.0,"[['Really lovely place', 'LOVED IT SO MUCH WENT TO IT TWICE'], ['12/29/2017', '10/24/2017']]",/Restaurant_Review-g187323-d8025081-Reviews-Happies-Berlin.html,d8025081
983,Firo tast,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Contemporary', 'Vegetarian Friendly', 'Gluten Free Options', 'Vegan Options']",984.0,4.0,$$ - $$$,285.0,"[['Magnificent!', 'Better than expected'], ['10/06/2017', '07/22/2017']]",/Restaurant_Review-g187497-d3865104-Reviews-Firo_tast-Barcelona_Catalonia.html,d3865104
1514,Georgios,Berlin,['Greek'],1516.0,5.0,$$ - $$$,11.0,"[['Excellent food, service, atmosphere', 'Fantastic!!'], ['07/04/2017', '05/21/2016']]",/Restaurant_Review-g187323-d9711091-Reviews-Georgios-Berlin.html,d9711091
2068,GIanGusto,Milan,"['Italian', 'Vegetarian Friendly']",2070.0,4.0,$,21.0,"[['Fantastic place for a quick snack or break...'], ['07/07/2016']]",/Restaurant_Review-g187849-d10521998-Reviews-GIanGusto-Milan_Lombardy.html,d10521998
945,Family Restauracia,Bratislava,,,,,,,/Restaurant_Review-g274924-d4769968-Reviews-Family_Restauracia-Bratislava_Bratislava_Region.html,d4769968
2631,Grekiska Kolgrillsbaren Vallingby,Stockholm,,,,,,,/Restaurant_Review-g189852-d10077968-Reviews-Grekiska_Kolgrillsbaren_Vallingby-Stockholm.html,d10077968
804,The Frits,Amsterdam,"['American', 'Bar', 'Pub', 'European', 'Vegetarian Friendly']",806.0,4.5,$$ - $$$,69.0,"[['Friday drinks with a great burger!', 'Great beer and food'], ['11/14/2017', '10/26/2017']]",/Restaurant_Review-g188590-d7973213-Reviews-The_Frits-Amsterdam_North_Holland_Province.html,d7973213
2553,Cafe Mettes,Stockholm,,,,,,,/Restaurant_Review-g189852-d5953029-Reviews-Cafe_Mettes-Stockholm.html,d5953029
427,Lluis de les moles,Barcelona,"['Mediterranean', 'European', 'Spanish', 'Healthy', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",428.0,4.5,$$ - $$$,366.0,"[['Bittersweet meal', 'A great glimpse of catalan cuisine'], ['12/19/2017', '11/05/2017']]",/Restaurant_Review-g187497-d1082210-Reviews-Lluis_de_les_moles-Barcelona_Catalonia.html,d1082210
6507,Tako Away - Fuencarral,Madrid,,6510.0,3.0,,25.0,"[['good fast and very big', 'Good Stuff'], ['09/18/2017', '11/25/2016']]",/Restaurant_Review-g187514-d7906380-Reviews-Tako_Away_Fuencarral-Madrid.html,d7906380
241,Bodega,Edinburgh,"['Mexican', 'International', 'Street Food', 'Fusion', 'Vegetarian Friendly', 'Gluten Free Options']",242.0,4.5,$$ - $$$,189.0,"[['Fantastic 👌🏻', 'Tasty and atmospheric'], ['01/04/2018', '01/04/2018']]",/Restaurant_Review-g186525-d4681626-Reviews-Bodega-Edinburgh_Scotland.html,d4681626
12712,Campfire Pizza,London,,12722.0,4.0,,,"[['A lovely Place, BUT........'], ['01/13/2016']]",/Restaurant_Review-g186338-d5443522-Reviews-Campfire_Pizza-London_England.html,d5443522
1091,Qba,Berlin,"['Latin', 'Bar', 'Cuban', 'Central American', 'Caribbean', 'Vegetarian Friendly']",1093.0,4.0,$$ - $$$,131.0,"[['Good food', 'Decent drinks'], ['01/08/2018', '10/22/2017']]",/Restaurant_Review-g187323-d806970-Reviews-Qba-Berlin.html,d806970
5178,L'Enigme,Paris,"['French', 'International', 'Spanish']",5179.0,5.0,$,17.0,"[['Came here because of reviews, stayed for t...', 'The very best PASTA in Paris'], ['09/29/2017', '05/13/2016']]",/Restaurant_Review-g187147-d2542800-Reviews-L_Enigme-Paris_Ile_de_France.html,d2542800
1015,Le Vintage,Geneva,"['American', 'European']",1020.0,4.0,$$ - $$$,13.0,"[['Great little restaurant'], ['08/02/2016']]",/Restaurant_Review-g188057-d7604763-Reviews-Le_Vintage-Geneva.html,d7604763
10002,The Corner Cafe,London,,10011.0,4.0,,6.0,"[['A proper caff!', 'Lovely cafe, shame about the coffee'], ['09/13/2017', '07/21/2017']]",/Restaurant_Review-g186338-d8844903-Reviews-The_Corner_Cafe-London_England.html,d8844903
12335,Suchef Aldgate,London,"['Fast Food', 'International', 'Healthy']",12345.0,4.0,,,"[['Great smoothies and salads'], ['07/31/2015']]",/Restaurant_Review-g186338-d8432775-Reviews-Suchef_Aldgate-London_England.html,d8432775
3367,Speisezimmer Herr Bielig,Berlin,"['European', 'Portuguese']",3369.0,5.0,,,"[[], []]",/Restaurant_Review-g187323-d7646307-Reviews-Speisezimmer_Herr_Bielig-Berlin.html,d7646307
6598,Cafe del Marsh,London,['Cafe'],6607.0,4.5,$,26.0,"[['Great spot for drinks', 'Lovely, unique bar in Waterloo'], ['07/29/2017', '05/23/2017']]",/Restaurant_Review-g186338-d5818801-Reviews-Cafe_del_Marsh-London_England.html,d5818801
679,Havana Club,Munich,,686.0,4.0,,56.0,"[['Whiskey on the rocks and peanuts', ""A 'cigar bar',....no cigars""], ['11/14/2017', '11/23/2017']]",/Restaurant_Review-g187309-d958036-Reviews-Havana_Club-Munich_Upper_Bavaria_Bavaria.html,d958036
546,Cevicheria aji y ajo,Stockholm,"['Peruvian', 'Seafood', 'South American']",547.0,5.0,$$ - $$$,29.0,"[['Well worth the detour to the Southern subu...', 'Lovely food, unpretentious and reasonable...'], ['01/17/2017', '09/09/2016']]",/Restaurant_Review-g189852-d4783568-Reviews-Cevicheria_aji_y_ajo-Stockholm.html,d4783568
532,"Globe Restaurant, Bar & Cafe",Krakow,"['Bar', 'Pub', 'International', 'European']",533.0,4.5,$$ - $$$,24.0,"[['Great valie', 'great food and drink'], ['10/31/2017', '03/19/2017']]",/Restaurant_Review-g274772-d2437895-Reviews-Globe_Restaurant_Bar_Cafe-Krakow_Lesser_Poland_Province_Southern_Poland.html,d2437895
989,Papas,Vienna,"['Mediterranean', 'Turkish', 'European', 'Middle Eastern', 'Central European', 'Vegetarian Friendly']",990.0,4.0,$$ - $$$,79.0,"[['great lunch spot for wine lovers', 'Big portions - good value'], ['07/03/2017', '06/01/2017']]",/Restaurant_Review-g190454-d3374983-Reviews-Papas-Vienna.html,d3374983
1889,Rosemary,Paris,"['French', 'European', 'British', 'Bar', 'Fusion', 'Vegetarian Friendly']",1890.0,4.5,$$ - $$$,173.0,"[['Lovely food but lacking in atmosphere', 'Great service and wonderful atmosphere'], ['07/01/2016', '06/04/2016']]",/Restaurant_Review-g187147-d8091772-Reviews-Rosemary-Paris_Ile_de_France.html,d8091772
5163,Peterland Roma Navona,Rome,,5164.0,4.5,,10.0,"[['Best burger l had in Rome'], ['07/26/2017']]",/Restaurant_Review-g187791-d10039638-Reviews-Peterland_Roma_Navona-Rome_Lazio.html,d10039638
933,Schneewittchen,Munich,,942.0,5.0,,13.0,"[['Lovely cafe', 'Fun Sunday brunch'], ['06/26/2017', '06/01/2016']]",/Restaurant_Review-g187309-d8298981-Reviews-Schneewittchen-Munich_Upper_Bavaria_Bavaria.html,d8298981
12073,The Curry Garden,London,['Indian'],12083.0,4.0,,2.0,"[['Indian takeaway', 'Takeaway food'], ['05/23/2017', '01/29/2017']]",/Restaurant_Review-g186338-d11958859-Reviews-The_Curry_Garden-London_England.html,d11958859
2173,Zur Luttenburg,Hamburg,,2177.0,3.5,,7.0,"[[], []]",/Restaurant_Review-g187331-d1038887-Reviews-Zur_Luttenburg-Hamburg.html,d1038887
3489,La Tavola della Felicita,Milan,"['Mediterranean', 'Italian', 'Vegetarian Friendly', 'Vegan Options']",3491.0,5.0,$$$$,3.0,"[[], []]",/Restaurant_Review-g187849-d8440096-Reviews-La_Tavola_della_Felicita-Milan_Lombardy.html,d8440096
1285,Okawa,Lyon,"['Japanese', 'Sushi']",1286.0,3.5,$$ - $$$,58.0,"[['Really good Japonois.', 'Expensive. Good fish, average rice.'], ['02/17/2016', '01/08/2014']]",/Restaurant_Review-g187265-d1145414-Reviews-Okawa-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1145414
